Campus,StudyField,Branch,Role,EduLevel,ProgLang,Databases,Platform,WebFramework,Industry,AISearch,AITool,Employment
Nelson Mandela Bay Campus,CS,I am a developer by profession,Research & Development role,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,MongoDB,Unknown,React,Legal Services,Unknown,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Durban Campus,CS,I code primarily as a hobby,"Developer, desktop or enterprise applications",Some college/university study without earning a degree,JavaScript,Unknown,Amazon Web Services (AWS);Cloudflare;Google Cloud;Oracle Cloud Infrastructure (OCI),React,Oil & Gas,ChatGPT,Adrenaline;Synk Code;Whispr AI,"Not employed, but looking for work"
Nelson Mandela Bay Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,Angular,"Information Services, IT, Software Development, or other Technology",Unknown,AWS CodeWhisperer;Synk Code,"Employed, full-time"
Pretoria Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS),React,Retail and Consumer Services,ChatGPT,Adrenaline;GitHub Copilot;Synk Code,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Unknown,jQuery;Node.js,"Information Services, IT, Software Development, or other Technology",Unknown,AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Java,SQL,Unknown,Unknown,Wholesale,Unknown,Rubber Duck.AI;Tabnine,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,Engineering manager,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,Unknown,Unknown,React,Financial Services,Unknown,GitHub Copilot,"Employed, full-time"
Pretoria Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Developer, full-stack",Some college/university study without earning a degree,Python,SQL,Unknown,Unknown,Financial Services,WolframAlpha,Mintlify;Tabnine,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,MongoDB,Unknown,React,Legal Services,ChatGPT;Google Bard AI,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",PHP,SQL,Cloudflare,Blazor;Elm,"Information Services, IT, Software Development, or other Technology",ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI,"Independent contractor, freelancer, or self-employed"
Pretoria Campus,CS,I am a developer by profession,"Developer, full-stack",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase,Angular,Healthcare,ChatGPT;Google Bard AI,GitHub Copilot;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, back-end",Some college/university study without earning a degree,JavaScript,SQL,Microsoft Azure,ASP.NET;jQuery,Oil & Gas,Bing AI;ChatGPT,Tabnine;Whispr AI,"Employed, full-time"
Midrand Campus,CS,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,Unknown,Unknown,Legal Services,Unknown,Rubber Duck.AI;Tabnine,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",SQL,SQL,Hetzner;Oracle Cloud Infrastructure (OCI),ASP.NET;jQuery;Spring Boot,Other,ChatGPT;WolframAlpha,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, part-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, embedded applications or devices",Some college/university study without earning a degree,C++,Unknown,Unknown,Unknown,"Information Services, IT, Software Development, or other Technology",Unknown,AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Durban Campus,CS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Digital Ocean;Hetzner;Microsoft Azure,Angular,Advertising Services,ChatGPT;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Synk Code,"Independent contractor, freelancer, or self-employed"
Midrand Campus,DS,I am a developer by profession,"Senior Executive (C-Suite, VP, etc.)","Associate degree (A.A., A.S., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Firebase;OVH,React,Higher Education,ChatGPT,Rubber Duck.AI;Tabnine,"Employed, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,Data or business analyst,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Google Cloud,Spring Boot,"Information Services, IT, Software Development, or other Technology",Unknown,Whispr AI,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Google Cloud,React,"Information Services, IT, Software Development, or other Technology",Unknown,GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Pretoria Campus,DS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Firebase;Heroku;Netlify,Express;Fastify;Node.js,Oil & Gas,ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,Data or business analyst,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Python,SQL,Unknown,Unknown,Higher Education,Unknown,Adrenaline;Mintlify,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Unknown,Angular,Financial Services,Unknown,Mintlify,"Employed, full-time"
Durban Campus,DS,I am a developer by profession,"Developer, back-end",Some college/university study without earning a degree,JavaScript,SQL,OpenStack,Laravel;NestJS,Advertising Services,Unknown,Tabnine,"Employed, full-time"
Pretoria Campus,CS,I am a developer by profession,"Developer, front-end","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,Unknown,Unknown,React,Advertising Services,ChatGPT;Google Bard AI;Neeva AI;You.com,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Midrand Campus,CS,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Firebase,Node.js,Other,ChatGPT,Tabnine,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Unknown,Unknown,Unknown,Higher Education,Unknown,Adrenaline;AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Whispr AI,"Employed, full-time"
Tyger Valley Campus,Information Technology,I am a developer by profession,"Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,Unknown,Unknown,Angular,Oil & Gas,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,Cloud infrastructure engineer,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Google Cloud;Microsoft Azure;VMware,Angular,Advertising Services,ChatGPT,Adrenaline;GitHub Copilot,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Unknown,React,Wholesale,ChatGPT,GitHub Copilot;Synk Code;Tabnine,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C++,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase;Linode,Unknown,Financial Services,Unknown,Mintlify,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,Engineering manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C++,SQL,now Akamai,Unknown,Financial Services,Unknown,Mintlify,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",HTML/CSS,SQL,Managed Hosting,React,Financial Services,Unknown,GitHub Copilot;Mintlify;Replit Ghostwriter,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Microsoft Azure;Netlify;OpenShift;Vercel;VMware,React,Advertising Services,ChatGPT,Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS),React,"Information Services, IT, Software Development, or other Technology",ChatGPT,Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,Designer,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,SQL,Heroku;VMware,ASP.NET CORE;Spring Boot,Wholesale,ChatGPT;WolframAlpha,AWS CodeWhisperer;Codeium;Tabnine,"Employed, full-time"
Durban Campus,CS,I am a developer by profession,"Developer, back-end","Associate degree (A.A., A.S., etc.)",JavaScript,SQL,Microsoft Azure,ASP.NET CORE,"Manufacturing, Transportation, or Supply Chain",ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine,"Employed, full-time"
Durban Campus,Information Technology,"I used to be a developer by profession, but no longer am",DevOps specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS),ASP.NET;Node.js,Retail and Consumer Services,ChatGPT,Adrenaline;GitHub Copilot;Rubber Duck.AI,"Employed, full-time;Independent contractor, freelancer, or self-employed;Not employed, but looking for work"
Pretoria Campus,CS,I am a developer by profession,"Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS);VMware,Flask,Financial Services,ChatGPT,Whispr AI,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,Digital Ocean;Firebase;Google Cloud,React,Healthcare,ChatGPT;Google Bard AI,Adrenaline;GitHub Copilot;Mintlify;Replit Ghostwriter;Synk Code,"Independent contractor, freelancer, or self-employed;Student, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,Other (please specify):,Some college/university study without earning a degree,C++,SQL,Amazon Web Services (AWS);Cloudflare;OVH;VMware,WordPress,Financial Services,Unknown,Codeium;GitHub Copilot;Synk Code,"Independent contractor, freelancer, or self-employed"
Durban Campus,Information Technology,I am a developer by profession,"Developer, front-end",Something else,JavaScript,SQL,Unknown,Unknown,Wholesale,ChatGPT,Rubber Duck.AI;Synk Code,"Employed, full-time"
Midrand Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Project manager,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Microsoft Azure;OpenShift,Angular,Advertising Services,Unknown,Rubber Duck.AI;Tabnine,"Employed, full-time"
Tyger Valley Campus,DS,I am a developer by profession,"Developer, mobile",Some college/university study without earning a degree,Dart,Unknown,Unknown,Unknown,Retail and Consumer Services,ChatGPT,AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, front-end",Some college/university study without earning a degree,JavaScript,SQL,Unknown,React,Higher Education,Unknown,AWS CodeWhisperer;Tabnine,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,SQL,Unknown,FastAPI,"Manufacturing, Transportation, or Supply Chain",ChatGPT,AWS CodeWhisperer;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
Tyger Valley Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Academic researcher,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Python,Unknown,Unknown,Unknown,Insurance,ChatGPT;WolframAlpha,AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI,"Employed, full-time"
Tyger Valley Campus,CS,I am a developer by profession,"Developer, full-stack",Something else,JavaScript,SQL,Amazon Web Services (AWS);Digital Ocean;Vercel,React,Wholesale,Unknown,GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,"Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Unknown,ASP.NET;ASP.NET CORE,Oil & Gas,Bing AI;ChatGPT,AWS CodeWhisperer,"Employed, full-time"
Nelson Mandela Bay Campus,DS,I am a developer by profession,Data scientist or machine learning specialist,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Microsoft Azure,Unknown,Retail and Consumer Services,ChatGPT;WolframAlpha,Adrenaline;GitHub Copilot;Rubber Duck.AI;Tabnine,"Employed, full-time"
Tyger Valley Campus,DS,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Data or business analyst,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",VBA,Unknown,Unknown,Unknown,Financial Services,Unknown,GitHub Copilot;Synk Code;Whispr AI,"Employed, full-time"
Midrand Campus,DS,I am a developer by profession,Academic researcher,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Amazon Web Services (AWS);Firebase;Google Cloud;Microsoft Azure,Vue.js,Oil & Gas,Bing AI;ChatGPT;Google Bard AI,Adrenaline;Tabnine,"Student, full-time;Employed, part-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",JavaScript,SQL,Unknown,ASP.NET CORE;Blazor,Legal Services,ChatGPT,GitHub Copilot;Rubber Duck.AI;Tabnine,"Employed, full-time"
Durban Campus,Information Technology,I am a developer by profession,"Developer, game or graphics",Some college/university study without earning a degree,JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Managed Hosting;OVH,React,Other,ChatGPT,Adrenaline;GitHub Copilot;Synk Code,"Independent contractor, freelancer, or self-employed"
Midrand Campus,DS,I am a developer by profession,"Developer, full-stack","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",HTML/CSS,SQL,Unknown,Unknown,Advertising Services,Unknown,Mintlify;Synk Code,"Employed, full-time"
Pretoria Campus,DS,I am a developer by profession,"Developer, full-stack",Something else,JavaScript,SQL,Microsoft Azure,React,Legal Services,Unknown,AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine,"Employed, part-time"
Nelson Mandela Bay Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Digital Ocean;Firebase;Google Cloud;VMware,React,Retail and Consumer Services,ChatGPT,GitHub Copilot;Whispr AI,"Employed, full-time"
Midrand Campus,Information Technology,I am a developer by profession,"Developer, embedded applications or devices","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",C++,Unknown,Unknown,Unknown,Other,ChatGPT,AWS CodeWhisperer;Codeium;Tabnine,"Employed, full-time"
Pretoria Campus,CS,I am a developer by profession,"Developer, desktop or enterprise applications","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",JavaScript,SQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean,Vue.js,Financial Services,ChatGPT,Adrenaline;AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Rubber Duck.AI;Synk Code;Tabnine;Whispr AI,"Employed, full-time;Independent contractor, freelancer, or self-employed"
Durban Campus,CS,I am a developer by profession,Academic researcher,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Python,Unknown,Unknown,Drupal,Retail and Consumer Services,Unknown,Tabnine;Whispr AI,"Employed, part-time"
Durban Campus,CS,I am a developer by profession,"Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",JavaScript,SQL,Digital Ocean;Google Cloud,Angular,Wholesale,Bing AI;ChatGPT,AWS CodeWhisperer;Replit Ghostwriter;Tabnine,"Employed, full-time;Independent contractor, freelancer, or self-employed"
